25.203,23.2,5.6367,268.33,38.833,30.1,63.633,1350,10.523,28.9,35.9
18.1,8.93,45.8,217,28.75,12.155,21.75,733.5,5.195,16.685,16.47
93.05,35.65,4.59,10.78,43.55,7.95,20.75,504.5,4.105,14.2,66.5
365,673,858,1358,24.4,316,1794,1420,50,276,2.71
55.55,20.6,5.965,5.33,6.61,43.15,98.5,1191.5,4.315,17.55,74.35
49.1,1,16.3,175,24.8,106,121,1298,1,1155,1.64
120.8,153.33,272.67,494.33,5.85,120,804.67,42.6,109.87,679.67,321
145,32.5,18.1,106,30.8,4.03,15.5,791,30.2,40.3,13.5
27,14.733,25,28.967,8.74,13.087,33.7,1012,8.55,34.633,39.633
114,68.95,30.1,46.75,15.35,56.95,107.05,1382.5,13.05,29.35,32.3
14.733,7.6133,11.467,230.33,52.2,6.7067,15.833,559,5.4867,8.9567,7.9967
66.8,49.5,5.95,227,27.85,15.6,29,847,9.555,55.1,15.65
44.3,21.8,11.3,35.75,20.4,10.435,20.3,425.5,18.7,39.4,11.76
62.675,19.85,5.5725,2.455,9.705,19.025,34.625,332.5,3.925,20.225,79.05
112,39.85,11.88,12.445,32.65,7.85,19.95,618,10.705,11.65,8.605
26.7,1.63,18.95,100.6,16.75,9.18,15,291.5,1,2.07,1.45
63.2,54.2,4.66,17.3,3.34,8.35,30.8,1000,47.8,110,209
267.5,166.5,4.91,19.955,16.65,20.95,40.75,407,24.51,46.65,45.6
115,170,346,567,11.1,37.9,178,5.14,246,1370,379
585.33,940.17,225.83,390.67,10.94,83.767,550.33,12.678,304.83,1761,431.33
252.33,432.33,102.27,192.67,9.33,48.7,310,13.867,98.867,592.33,366.67
